Year,Month,Day,AirportID,Time,TimeZone,SkyCondition,Visibility,WeatherType,DryBulbFarenheit,DryBulbCelsius,WetBulbFarenheit,WetBulbCelsius,DewPointFarenheit,DewPointCelsius,RelativeHumidity,WindSpeed,WindDirection,ValueForWindCharacter,StationPressure,PressureTendency,PressureChange,SeaLevelPressure,RecordType,HourlyPrecip,Altimeter
2013,7,3,14683,2351,-6,FEW250,10,,76,24.4,67,19.5,62,16.7,62,8,150,,29.11,,,29.92,AA,,29.98
2013,7,4,14683,51,-6,FEW250,10,,75,23.9,67,19.6,63,17.2,66,8,150,,29.12,,,29.93,AA,,29.99
2013,7,4,14683,151,-6,FEW250,10,,74,23.3,68,19.7,64,17.8,71,7,140,,29.12,,,29.93,AA,,29.99
2013,7,4,14683,251,-6,FEW013 SCT250,10,,72,22.2,69,20.4,67,19.4,84,5,160,,29.12,,,29.93,AA,,29.99
2013,7,4,14683,351,-6,FEW250,10,,73,22.8,70,20.9,68,20,84,5,160,,29.11,,,29.92,AA,,29.98
2013,7,4,14683,451,-6,FEW250,9,,71,21.7,68,20.2,67,19.4,87,3,140,,29.1,,,29.91,AA,,29.97
2013,7,4,14683,551,-6,FEW020 SCT250,8,,69,20.6,67,19.4,66,18.9,90,0,0,,29.12,,,29.93,AA,,29.99
2013,7,4,14683,651,-6,SCT250,8,,72,22.2,70,21.1,69,20.6,90,0,0,,29.13,,,29.94,AA,,30
2013,7,4,14683,751,-6,SCT250,9,,76,24.4,71,21.8,69,20.6,79,0,0,,29.14,,,29.95,AA,,30.01
2013,7,4,14683,851,-6,BKN250,10,,80,26.7,71,21.8,67,19.4,65,5,VR,,29.14,,,29.96,AA,,30.01
2013,7,4,14683,951,-6,BKN250,10,,85,29.4,70,21.1,62,16.7,46,6,190,,29.14,,,29.96,AA,,30.01
2013,7,4,14683,1051,-6,SCT250,10,,89,31.7,71,21.7,62,16.7,41,7,140,,29.14,,,29.95,AA,,30.01
2013,7,4,14683,1151,-6,FEW070 SCT250,10,,90,32.2,70,21.1,59,15,35,0,0,,29.12,,,29.93,AA,,29.99
2013,7,4,14683,1251,-6,FEW075 BKN250,10,,92,33.3,70,21.1,58,14.4,32,6,VR,,29.1,,,29.91,AA,,29.97
2013,7,4,14683,1351,-6,FEW075 SCT120 SCT250,10,,93,33.9,70,21.3,58,14.4,31,3,VR,,29.08,,,29.89,AA,,29.95
2013,7,4,14683,1451,-6,FEW085 SCT140 BKN250,10,,94,34.4,70,20.9,56,13.3,28,7,120,,29.06,,,29.87,AA,,29.93
2013,7,4,14683,1551,-6,SCT080 SCT140 SCT250,10,,93,33.9,69,20.7,56,13.3,29,5,140,,29.05,,,29.85,AA,,29.92
2013,7,4,14683,1651,-6,SCT090 SCT140,10,,94,34.4,69,20.4,54,12.2,26,7,170,,29.03,,,29.83,AA,,29.89
2013,7,4,14683,1751,-6,FEW095 SCT150,10,,93,33.9,68,20,53,11.7,26,9,170,,29.03,,,29.83,AA,,29.89
2013,7,4,14683,1851,-6,FEW100,10,,90,32.2,67,19.5,53,11.7,28,6,150,,29.03,,,29.84,AA,,29.89
2013,7,4,14683,1951,-6,FEW100,10,,87,30.6,65,18.4,51,10.6,29,6,160,,29.03,,,29.85,AA,,29.9
2013,7,4,14683,2051,-6,SCT095,10,,86,30,69,20.4,59,15,40,10,140,,29.06,,,29.87,AA,,29.93
2013,7,4,14683,2151,-6,FEW090,10,,85,29.4,68,19.9,58,14.4,40,14,160,,29.08,,,29.89,AA,,29.95
2013,7,4,14683,2251,-6,FEW090,10,,82,27.8,68,20,60,15.6,47,13,150,,29.1,,,29.91,AA,,29.97
2013,7,4,14683,2351,-6,CLR,10,,79,26.1,69,20.3,63,17.2,58,7,160,,29.12,,,29.93,AA,,29.99
2013,7,5,14683,51,-6,CLR,10,,78,25.6,70,20.8,65,18.3,64,8,150,,29.12,,,29.93,AA,,29.99
2013,7,5,14683,151,-6,CLR,10,,76,24.4,70,21.1,67,19.4,74,6,170,,29.11,,,29.92,AA,,29.98
2013,7,5,14683,249,-6,BKN017,10,,73,23,70,20.9,68,20,84,6,150,,29.1,,,M,SP,,29.97
2013,7,5,14683,251,-6,BKN017,10,,74,23.3,71,21.4,69,20.6,84,5,130,,29.1,,,29.91,AA,,29.97
2013,7,5,14683,349,-6,BKN014,10,,75,24,72,22,70,21,85,0,0,,29.11,,,M,SP,,29.98
2013,7,5,14683,351,-6,BKN014,10,,75,23.9,71,21.6,69,20.6,82,0,0,,29.1,,,29.91,AA,,29.97
2013,7,5,14683,451,-6,BKN012,9,,76,24.4,73,22.5,71,21.7,85,5,160,,29.1,,,29.91,AA,,29.97
2013,7,5,14683,551,-6,SCT012,8,,76,24.4,73,22.5,71,21.7,85,3,190,,29.11,,,29.92,AA,,29.98
2013,7,5,14683,622,-6,BKN014,8,,75,24,73,22.7,72,22,90,3,190,,29.12,,,M,SP,,29.99
2013,7,5,14683,651,-6,BKN014,9,,77,25,73,22.7,71,21.7,82,3,170,,29.12,,,29.93,AA,,29.99
2013,7,5,14683,749,-6,BKN015,9,,79,26,74,23.4,72,22,79,6,160,,29.13,,,M,SP,,30
2013,7,5,14683,751,-6,BKN015,9,,79,26.1,74,23,71,21.7,77,5,170,,29.13,,,29.94,AA,,30
2013,7,5,14683,849,-6,SCT020,9,,81,27,74,23,70,21,69,6,180,,29.14,,,M,SP,,30.01
2013,7,5,14683,851,-6,SCT020,9,,82,27.8,74,23.2,70,21.1,67,3,VR,,29.14,,,29.95,AA,,30.01
2013,7,5,14683,951,-6,FEW022,10,,85,29.4,73,23,68,20,57,6,160,,29.12,,,29.93,AA,,29.99
2013,7,5,14683,1051,-6,FEW040,10,,86,30,73,22.8,67,19.4,53,6,150,,29.12,,,29.93,AA,,29.99
2013,7,5,14683,1151,-6,FEW050,10,,90,32.2,72,22.2,63,17.2,41,6,140,,29.11,,,29.92,AA,,29.98
2013,7,5,14683,1251,-6,FEW055,10,,91,32.8,73,23,65,18.3,42,5,VR,,29.09,,,29.9,AA,,29.96
2013,7,5,14683,1351,-6,FEW060,10,,93,33.9,73,23,64,17.8,38,7,200,,29.06,,,29.87,AA,,29.93
2013,7,5,14683,1451,-6,SCT070,10,,95,35,72,22.1,60,15.6,31,6,130,,29.05,,,29.85,AA,,29.92
2013,7,5,14683,1551,-6,FEW075,10,,95,35,71,21.8,59,15,30,6,VR,,29.01,,,29.82,AA,,29.88
2013,7,5,14683,1651,-6,SCT080,10,,96,35.6,72,22.3,60,15.6,30,11,160,,29,,,29.8,AA,,29.86
2013,7,5,14683,1751,-6,SCT085,10,,94,34.4,71,21.7,59,15,31,5,150,,28.99,,,29.79,AA,,29.85
2013,7,5,14683,1851,-6,FEW090,10,,91,32.8,70,21.2,59,15,34,8,130,,28.99,,,29.79,AA,,29.85
2013,7,5,14683,1951,-6,FEW085,10,,87,30.6,69,20.5,59,15,39,8,140,,29,,,29.81,AA,,29.87
2013,7,5,14683,2051,-6,SCT090,10,,88,31.1,70,21.3,61,16.1,40,16,140,22,29.03,,,29.83,AA,,29.89
2013,7,5,14683,2151,-6,SCT090,10,,85,29.4,73,22.6,67,19.4,55,18,150,,29.05,,,29.86,AA,,29.92
2013,7,5,14683,2251,-6,FEW090,10,,83,28.3,73,23,69,20.6,63,8,150,,29.07,,,29.88,AA,,29.94
2013,7,5,14683,2351,-6,FEW090,10,,80,26.7,71,21.8,67,19.4,65,10,130,,29.09,,,29.9,AA,,29.96
2013,7,6,14683,51,-6,FEW250,10,,76,24.4,71,21.5,68,20,76,5,110,,29.08,,,29.9,AA,,29.95
2013,7,6,14683,151,-6,CLR,10,,76,24.4,71,21.8,69,20.6,79,3,170,,29.08,,,29.89,AA,,29.95
2013,7,6,14683,251,-6,CLR,10,,75,23.9,72,22.3,71,21.7,87,5,130,,29.08,,,29.89,AA,,29.95
2013,7,6,14683,320,-6,BKN013,10,,75,24,73,22.7,72,22,90,3,120,,29.08,,,M,SP,,29.95
2013,7,6,14683,351,-6,BKN012,10,,76,24.4,73,22.9,72,22.2,87,5,150,,29.07,,,29.88,AA,,29.94
2013,7,6,14683,451,-6,BKN014,10,,74,23.3,72,22.2,71,21.7,90,0,0,,29.06,,,29.87,AA,,29.93
2013,7,6,14683,458,-6,SCT012,10,,75,24,73,22.7,72,22,90,0,0,,29.06,,,M,SP,,29.93
2013,7,6,14683,506,-6,BKN012,10,,75,24,73,22.7,72,22,90,0,0,,29.06,,,M,SP,,29.93
2013,7,6,14683,551,-6,BKN012,10,,75,23.9,72,22.3,71,21.7,87,0,0,,29.07,,,29.88,AA,,29.94
2013,7,6,14683,620,-6,SCT012,10,,75,24,73,22.7,72,22,90,0,0,,29.07,,,M,SP,,29.94
2013,7,6,14683,651,-6,FEW012,10,,78,25.6,74,23.2,72,22.2,82,0,0,,29.08,,,29.89,AA,,29.95
2013,7,6,14683,751,-6,SCT017,10,,80,26.7,74,23.6,72,22.2,77,0,0,,29.08,,,29.89,AA,,29.95
2013,7,6,14683,851,-6,FEW019,10,,82,27.8,73,22.8,69,20.6,65,5,150,,29.08,,,29.9,AA,,29.95
2013,7,6,14683,951,-6,FEW027,10,,85,29.4,74,23.3,69,20.6,59,6,130,,29.08,,,29.89,AA,,29.95
2013,7,6,14683,1051,-6,FEW033,10,,86,30,74,23.1,68,20,55,0,0,,29.08,,,29.89,AA,,29.95
2013,7,6,14683,1151,-6,FEW036,10,,91,32.8,74,23.3,66,18.9,44,7,VR,28,29.07,,,29.88,AA,,29.94
2013,7,6,14683,1251,-6,FEW060,10,,93,33.9,72,22.4,62,16.7,36,6,140,17,29.05,,,29.86,AA,,29.92
2013,7,6,14683,1351,-6,SCT060,10,,95,35,74,23.3,64,17.8,36,8,130,,29.03,,,29.83,AA,,29.89
2013,7,6,14683,1451,-6,SCT075,10,,95,35,73,22.7,62,16.7,34,7,VR,,29,,,29.81,AA,,29.87
2013,7,6,14683,1551,-6,SCT080,10,,96,35.6,73,22.5,61,16.1,31,7,110,,28.99,,,29.79,AA,,29.85
2013,7,6,14683,1651,-6,FEW085,10,,94,34.4,71,21.7,59,15,31,8,110,,28.97,,,29.78,AA,,29.84
2013,7,6,14683,1751,-6,FEW085 SCT250,10,,95,35,71,21.8,59,15,30,10,150,,28.97,,,29.77,AA,,29.83
2013,7,6,14683,1851,-6,FEW080 SCT250,10,,93,33.9,71,21.5,59,15,32,11,150,,28.97,,,29.78,AA,,29.84
2013,7,6,14683,1951,-6,SCT095 BKN250,10,,89,31.7,70,21.2,60,15.6,38,7,150,,28.99,,,29.79,AA,,29.85
2013,7,6,14683,2051,-6,BKN085 BKN250,10,,89,31.7,73,23,66,18.9,47,15,150,,29.01,,,29.82,AA,,29.88
2013,7,6,14683,2151,-6,FEW075 SCT250,10,,87,30.6,74,23.3,68,20,53,18,160,,29.04,,,29.85,AA,,29.91
2013,7,6,14683,2251,-6,BKN080 BKN250,10,,84,28.9,74,23.5,70,21.1,63,10,140,,29.06,,,29.87,AA,,29.93
2013,7,6,14683,2351,-6,SCT080 BKN250,10,,82,27.8,74,23.5,71,21.7,69,10,150,,29.06,,,29.87,AA,,29.93
2013,7,7,14683,51,-6,FEW080 SCT250,10,,78,25.6,74,23.2,72,22.2,82,6,140,,29.05,,,29.86,AA,,29.92
2013,7,7,14683,151,-6,FEW080 SCT250,10,,79,26.1,74,23.4,72,22.2,79,6,180,,29.05,,,29.85,AA,,29.92
2013,7,7,14683,251,-6,FEW080 SCT250,10,,78,25.6,74,23.2,72,22.2,82,0,0,,29.05,,,29.86,AA,,29.92
2013,7,7,14683,346,-6,BKN015 BKN250,10,,75,24,74,23.1,73,23,94,5,100,,29.07,,,M,SP,,29.94
2013,7,7,14683,351,-6,BKN015 BKN250,10,,76,24.4,74,23.3,73,22.8,90,5,110,,29.06,,,29.88,AA,,29.93
2013,7,7,14683,410,-6,SCT018 BKN250,10,,75,24,74,23.1,73,23,94,5,100,,29.06,,,M,SP,,29.93
2013,7,7,14683,451,-6,FEW026,10,,76,24.4,74,23.3,73,22.8,90,3,90,,29.07,,,29.88,AA,,29.94
2013,7,7,14683,502,-6,FEW007 SCT028,10,,75,24,74,23.1,73,23,94,3,90,,29.07,,,M,SP,,29.94
2013,7,7,14683,551,-6,FEW008,10,,76,24.4,74,23.3,73,22.8,90,5,90,,29.08,,,29.9,AA,,29.95
2013,7,7,14683,651,-6,FEW007,10,,78,25.6,75,24,74,23.3,88,3,100,,29.09,,,29.9,AA,,29.96
2013,7,7,14683,747,-6,BKN013 BKN035 BKN250,10,,82,28,76,24.2,73,23,74,8,120,,29.11,,,M,SP,,29.98
2013,7,7,14683,751,-6,BKN013 BKN035 BKN250,10,,82,27.8,76,24.6,74,23.3,77,8,120,,29.11,,,29.92,AA,,29.98
2013,7,7,14683,823,-6,BKN018 BKN040 BKN250,10,,82,28,76,24.2,73,23,74,8,100,,29.12,,,M,SP,,29.99
2013,7,7,14683,851,-6,BKN018 BKN040 BKN250,10,,82,27.8,76,24.2,73,22.8,74,0,0,,29.12,,,29.93,AA,,29.99
2013,7,7,14683,949,-6,SCT022 BKN038 BKN250,10,,88,31,77,25.2,73,23,61,7,120,,29.12,,,M,SP,,29.99
2013,7,7,14683,951,-6,SCT022 BKN038 BKN250,10,,87,30.6,77,25,73,22.8,63,6,130,,29.12,,,29.92,AA,,29.99
2013,7,7,14683,1051,-6,SCT030 BKN049,10,,88,31.1,77,24.8,72,22.2,59,7,140,,29.12,,,29.93,AA,,29.99
2013,7,7,14683,1151,-6,SCT037 BKN046,10,,90,32.2,77,24.8,71,21.7,54,7,140,,29.1,,,29.91,AA,,29.97
2013,7,7,14683,1251,-6,BKN048,10,,92,33.3,77,24.7,70,21.1,49,5,VR,,29.08,,,29.89,AA,,29.95
2013,7,7,14683,1351,-6,BKN055 BKN110,10,,94,34.4,77,25,70,21.1,46,10,160,17,29.06,,,29.87,AA,,29.93
2013,7,7,14683,1451,-6,BKN060 BKN110,10,,96,35.6,76,24.6,68,20,40,9,120,,29.04,,,29.85,AA,,29.91
2013,7,7,14683,1551,-6,SCT065TCU BKN110,10,,95,35,76,24.2,67,19.4,40,9,160,,29.03,,,29.83,AA,,29.89
2013,7,7,14683,1608,-6,SCT060 BKN110 BKN250,10,TS,95,35,75,23.9,66,19,39,8,140,,29.03,,,M,SP,,29.89
2013,7,7,14683,1651,-6,FEW060 BKN120 BKN250,10,TS,92,33.3,75,24,68,20,45,9,100,,29.03,,,29.83,AA,,29.89
2013,7,7,14683,1701,-6,FEW045 BKN120 BKN250,10,TS,91,33,74,23.3,66,19,44,9,100,,29.04,,,M,SP,,29.91
2013,7,7,14683,1705,-6,FEW045 BKN120 BKN250,10,TS,91,33,75,23.9,68,20,47,30,120,37,29.05,,,M,SP,,29.92
2013,7,7,14683,1732,-6,FEW065 SCT085 BKN250,10,,81,27,75,24.1,73,23,77,23,130,34,29.05,,,M,SP,,29.92
2013,7,7,14683,1751,-6,FEW065 SCT085 BKN250,10,,82,27.8,76,24.2,73,22.8,74,17,140,24,29.05,,,29.87,AA,,29.92
2013,7,7,14683,1851,-6,FEW050 BKN150 BKN250,10,,81,27.2,74,23.4,71,21.7,72,9,110,,29.06,,,29.88,AA,,29.93
2013,7,7,14683,1951,-6,FEW050 SCT150 BKN250,10,,81,27.2,75,23.7,72,22.2,74,6,120,,29.08,,,29.89,AA,,29.95
2013,7,7,14683,2051,-6,SCT150 BKN250,10,,80,26.7,75,23.9,73,22.8,79,6,80,,29.1,,,29.91,AA,,29.97
2013,7,7,14683,2151,-6,SCT250,10,,80,26.7,76,24.3,74,23.3,82,7,90,,29.11,,,29.93,AA,,29.98
2013,7,7,14683,2251,-6,BKN250,10,,79,26.1,76,24.1,74,23.3,85,7,130,,29.12,,,29.93,AA,,29.99
2013,7,7,14683,2351,-6,BKN200,10,,79,26.1,76,24.1,74,23.3,85,7,120,,29.13,,,29.94,AA,,30
2013,7,8,14683,51,-6,BKN200,10,,78,25.6,75,24,74,23.3,88,8,130,,29.13,,,29.94,AA,,30
2013,7,8,14683,151,-6,SCT055 BKN200,10,,77,25,75,23.8,74,23.3,91,10,140,,29.13,,,29.94,AA,,30
2013,7,8,14683,224,-6,BKN016 BKN034 BKN220,10,,79,26,75,23.8,73,23,82,8,140,,29.14,,,M,SP,,30.01
2013,7,8,14683,251,-6,BKN016 BKN034 BKN220,10,,77,25,74,23.4,73,22.8,88,8,150,,29.15,,,29.96,AA,,30.02
2013,7,8,14683,303,-6,BKN012 BKN200,10,,77,25,74,23.4,73,23,88,9,140,,29.16,,,M,SP,,30.03
2013,7,8,14683,347,-6,FEW012 BKN024 BKN250,10,,77,25,74,23.1,72,22,85,7,150,,29.17,,,M,SP,,30.04
2013,7,8,14683,351,-6,FEW012 BKN024 BKN250,10,,77,25,74,23.1,72,22.2,85,6,150,,29.17,,,29.98,AA,,30.04
2013,7,8,14683,447,-6,FEW012 OVC025,10,,77,25,74,23.1,72,22,85,3,120,,29.18,,,M,SP,,30.05
2013,7,8,14683,451,-6,FEW012 OVC025,10,,77,25,74,23.4,73,22.8,88,5,120,,29.19,,,30,AA,,30.06
2013,7,8,14683,515,-6,BKN014 OVC023,10,,77,25,74,23.4,73,23,88,3,130,,29.19,,,M,SP,,30.06
2013,7,8,14683,551,-6,BKN013 OVC032,10,,78,25.6,75,23.6,73,22.8,85,5,140,,29.2,,,30.01,AA,,30.07
2013,7,8,14683,651,-6,BKN014 OVC022,10,,78,25.6,75,23.6,73,22.8,85,6,160,,29.21,,,30.02,AA,,30.08
2013,7,8,14683,747,-6,BKN017 BKN040 OVC150,10,,81,27,75,24.1,73,23,77,10,160,,29.23,,,M,SP,,30.1
2013,7,8,14683,751,-6,BKN017 BKN040 OVC150,10,,80,26.7,75,23.9,73,22.8,79,10,180,,29.23,,,30.04,AA,,30.1
2013,7,8,14683,830,-6,FEW016 BKN050 OVC110,10,,82,28,76,24.2,73,23,74,8,160,,29.24,,,M,SP,,30.11
2013,7,8,14683,851,-6,FEW017 BKN120 OVC250,10,,83,28.3,76,24.4,73,22.8,72,7,180,,29.24,,,30.05,AA,,30.11
2013,7,8,14683,928,-6,BKN021 BKN080 OVC140,10,,84,29,76,24.6,73,23,70,10,160,,29.25,,,M,SP,,30.12
2013,7,8,14683,951,-6,BKN021 BKN080 OVC140,10,,84,28.9,75,23.8,71,21.7,65,9,180,,29.25,,,30.06,AA,,30.12
2013,7,8,14683,1049,-6,SCT027 BKN110 OVC250,10,,86,30,76,24.5,72,22,63,13,150,,29.25,,,M,SP,,30.12
2013,7,8,14683,1051,-6,SCT027 BKN110 OVC250,10,,86,30,76,24.5,72,22.2,63,9,150,,29.25,,,30.06,AA,,30.12
2013,7,8,14683,1151,-6,FEW035 SCT110 OVC160,10,,88,31.1,75,23.8,69,20.6,53,13,160,,29.24,,,30.05,AA,,30.11
2013,7,8,14683,1251,-6,FEW045 SCT110 OVC250,10,,89,31.7,74,23.3,67,19.4,48,9,180,,29.22,,,30.03,AA,,30.09
2013,7,8,14683,1351,-6,FEW050 OVC250,10,,89,31.7,75,23.9,69,20.6,52,9,120,,29.2,,,30.01,AA,,30.07
2013,7,8,14683,1451,-6,FEW047 SCT110 OVC250,10,,85,29.4,75,23.7,70,21.1,61,11,110,,29.2,,,30.01,AA,,30.07
2013,7,8,14683,1551,-6,FEW047 SCT160 OVC250,10,,86,30,74,23.1,68,20,55,6,90,,29.18,,,30,AA,,30.05
2013,7,8,14683,1651,-6,FEW047 SCT160 OVC250,10,,86,30,75,23.8,70,21.1,59,8,80,,29.17,,,29.99,AA,,30.04
2013,7,8,14683,1751,-6,FEW047 BKN250,10,,87,30.6,76,24.3,71,21.7,59,6,50,,29.16,,,29.97,AA,,30.03
2013,7,8,14683,1829,-6,BKN070CB OVC250,10,TS,86,30,76,24.5,72,22,63,8,70,,29.17,,,M,SP,,30.04
2013,7,8,14683,1849,-6,BKN070CB OVC250,10,#NAME?,79,26,75,23.8,73,23,82,10,140,,29.18,,,M,SP,,30.05
2013,7,8,14683,1851,-6,FEW034 BKN065 OVC250,10,#NAME?,79,26.1,76,24.1,74,23.3,85,10,130,,29.18,,,30,AA,0.01,30.05
2013,7,8,14683,1951,-6,SCT044 BKN095 BKN250,10,,79,26.1,75,23.8,73,22.8,82,9,110,,29.2,,,30.01,AA,,30.07
2013,7,8,14683,2051,-6,SCT038 BKN060 OVC250,10,,79,26.1,75,23.8,73,22.8,82,3,100,,29.22,,,30.04,AA,,30.09
2013,7,8,14683,2151,-6,BKN040 BKN160 OVC250,10,#NAME?,80,26.7,76,24.3,74,23.3,82,8,140,,29.25,,,30.06,AA,T,30.12
2013,7,8,14683,2251,-6,FEW040 BKN170,10,,80,26.7,75,23.9,73,22.8,79,11,160,,29.26,,,30.07,AA,T,30.13
2013,7,8,14683,2351,-6,FEW170 SCT250,10,,79,26.1,75,23.8,73,22.8,82,7,150,,29.26,,,30.07,AA,,30.13
2013,7,9,14683,51,-6,SCT170,10,,78,25.6,75,23.6,73,22.8,85,9,160,,29.25,,,30.06,AA,,30.12
2013,7,9,14683,120,-6,BKN011 BKN170,10,,79,26,75,23.8,73,23,82,8,160,,29.25,,,M,SP,,30.12
2013,7,9,14683,151,-6,BKN011 BKN170,10,,77,25,75,23.8,74,23.3,91,7,160,,29.25,,,30.06,AA,,30.12
2013,7,9,14683,251,-6,BKN009,10,,77,25,75,23.8,74,23.3,91,7,160,,29.25,,,30.06,AA,,30.12
2013,7,9,14683,334,-6,FEW008,10,,75,24,74,23.1,73,23,94,5,170,,29.25,,,M,SP,,30.12
2013,7,9,14683,351,-6,FEW008,10,,77,25,75,23.8,74,23.3,91,6,170,,29.25,,,30.06,AA,,30.12
2013,7,9,14683,357,-6,BKN007,10,,77,25,74,23.4,73,23,88,6,180,,29.25,,,M,SP,,30.12
2013,7,9,14683,451,-6,BKN007,10,,77,25,75,23.8,74,23.3,91,9,170,,29.24,,,30.06,AA,,30.11
2013,7,9,14683,551,-6,BKN009,10,,78,25.6,75,24,74,23.3,88,7,160,,29.25,,,30.06,AA,,30.12
2013,7,9,14683,651,-6,BKN008 OVC019,10,,78,25.6,75,24,74,23.3,88,9,150,,29.27,,,30.09,AA,,30.14
2013,7,9,14683,747,-6,BKN011 BKN028 OVC250,10,,81,27,75,24.1,73,23,77,10,150,,29.29,,,M,SP,,30.16
2013,7,9,14683,751,-6,BKN011 BKN028 OVC250,10,,80,26.7,76,24.3,74,23.3,82,9,160,,29.29,,,30.1,AA,,30.16
2013,7,9,14683,817,-6,BKN015,10,,81,27,75,24.1,73,23,77,10,160,,29.29,,,M,SP,,30.16
2013,7,9,14683,847,-6,SCT020,10,,82,28,75,23.9,72,22,72,10,170,,29.29,,,M,SP,,30.16
2013,7,9,14683,851,-6,SCT020,10,,84,28.9,76,24.6,73,22.8,70,10,170,,29.29,,,30.11,AA,,30.16
2013,7,9,14683,951,-6,SCT025,10,,87,30.6,76,24.7,72,22.2,61,13,130,,29.29,,,30.1,AA,,30.16
2013,7,9,14683,1051,-6,SCT030,10,,88,31.1,77,24.8,72,22.2,59,9,120,,29.28,,,30.09,AA,,30.15
2013,7,9,14683,1151,-6,SCT041,10,,91,32.8,76,24.6,70,21.1,50,9,140,,29.26,,,30.08,AA,,30.13
2013,7,9,14683,1251,-6,SCT047,10,,95,35,77,24.8,69,20.6,43,7,VR,17,29.25,,,30.05,AA,,30.12
2013,7,9,14683,1351,-6,SCT055,10,,95,35,76,24.5,68,20,41,10,150,,29.22,,,30.03,AA,,30.09
2013,7,9,14683,1451,-6,SCT060,10,,97,36.1,76,24.5,67,19.4,38,8,160,18,29.2,,,30.01,AA,,30.07
2013,7,9,14683,1551,-6,FEW065 SCT250,10,,96,35.6,75,24,66,18.9,37,8,140,16,29.18,,,29.98,AA,,30.05
2013,7,9,14683,1651,-6,FEW070 SCT250,10,,98,36.7,76,24.3,66,18.9,35,8,130,,29.16,,,29.96,AA,,30.03
2013,7,9,14683,1751,-6,FEW075 SCT250,10,,94,34.4,76,24.7,69,20.6,44,15,130,,29.15,,,29.96,AA,,30.02
2013,7,9,14683,1851,-6,FEW075 SCT250,10,,92,33.3,77,25,71,21.7,50,18,130,,29.15,,,29.96,AA,,30.02
2013,7,9,14683,1951,-6,FEW080 SCT250,10,,90,32.2,77,24.8,71,21.7,54,11,130,,29.16,,,29.97,AA,,30.03
2013,7,9,14683,2051,-6,SCT250,10,,88,31.1,76,24.5,71,21.7,57,16,150,24,29.17,,,29.98,AA,,30.04
2013,7,9,14683,2151,-6,FEW250,10,,85,29.4,76,24.4,72,22.2,65,16,160,,29.19,,,30.01,AA,,30.06
2013,7,9,14683,2251,-6,FEW250,10,,83,28.3,76,24.4,73,22.8,72,14,160,24,29.21,,,30.03,AA,,30.08
2013,7,9,14683,2351,-6,FEW250,10,,81,27.2,75,24.1,73,22.8,77,9,160,,29.22,,,30.03,AA,,30.09
2013,7,10,14683,51,-6,FEW250,10,,80,26.7,75,23.9,73,22.8,79,7,140,,29.23,,,30.03,AA,,30.1
2013,7,10,14683,151,-6,CLR,10,,79,26.1,76,24.1,74,23.3,85,7,140,,29.22,,,30.03,AA,,30.09
2013,7,10,14683,251,-6,CLR,10,,78,25.6,75,24,74,23.3,88,7,160,,29.22,,,30.02,AA,,30.09
2013,7,10,14683,315,-6,BKN012,10,,79,26,75,23.8,73,23,82,5,130,,29.22,,,M,SP,,30.09
2013,7,10,14683,351,-6,BKN012,10,,78,25.6,75,24,74,23.3,88,6,150,,29.22,,,30.03,AA,,30.09
2013,7,10,14683,451,-6,BKN011,10,,78,25.6,75,24,74,23.3,88,7,170,,29.22,,,30.03,AA,,30.09
2013,7,10,14683,551,-6,OVC011,10,,78,25.6,75,24,74,23.3,88,8,170,,29.23,,,30.04,AA,,30.1
2013,7,10,14683,649,-6,BKN019 BKN250,10,,79,26,75,23.8,73,23,82,3,190,,29.25,,,M,SP,,30.12
2013,7,10,14683,651,-6,BKN019 BKN250,10,,79,26.1,76,24.1,74,23.3,85,3,170,,29.25,,,30.06,AA,,30.12
2013,7,10,14683,751,-6,BKN015 BKN250,10,,81,27.2,75,24.1,73,22.8,77,8,190,,29.25,,,30.06,AA,,30.12
2013,7,10,14683,851,-6,BKN021,10,,84,28.9,76,24.6,73,22.8,70,7,VR,,29.25,,,30.06,AA,,30.12
2013,7,10,14683,906,-6,SCT021,10,,82,28,75,23.9,72,22,72,6,210,,29.25,,,M,SP,,30.12
2013,7,10,14683,951,-6,SCT027,10,,87,30.6,76,24.7,72,22.2,61,3,VR,,29.25,,,30.06,AA,,30.12
2013,7,10,14683,1051,-6,FEW031 SCT250,10,,88,31.1,76,24.1,70,21.1,55,5,140,,29.23,,,30.04,AA,,30.1
2013,7,10,14683,1151,-6,FEW045 SCT250,10,,92,33.3,76,24.4,69,20.6,47,8,160,,29.22,,,30.02,AA,,30.09
2013,7,10,14683,1251,-6,FEW055 SCT250,10,,93,33.9,76,24.2,68,20,44,3,VR,,29.19,,,30,AA,,30.06
2013,7,10,14683,1351,-6,FEW060 SCT250,10,,95,35,76,24.5,68,20,41,9,100,,29.17,,,29.97,AA,,30.04
2013,7,10,14683,1451,-6,SCT055 SCT250,10,,97,36.1,77,24.8,68,20,39,6,VR,,29.15,,,29.96,AA,,30.02
2013,7,10,14683,1551,-6,FEW060 SCT250,10,,97,36.1,75,23.6,64,17.8,34,8,140,,29.12,,,29.93,AA,,29.99
2013,7,10,14683,1651,-6,FEW070 SCT250,10,,98,36.7,75,24,65,18.3,34,6,80,,29.09,,,29.9,AA,,29.96
2013,7,10,14683,1751,-6,FEW070 SCT250,10,,96,35.6,74,23.4,64,17.8,35,6,120,,29.07,,,29.88,AA,,29.94
